,Title,Synopsis,Subject,ISBN
952,Bridgerton: On The Way To The Wedding (Bridgertons Book 8) - Bridgerton Family (Paperback),"[<p><b>The eighth novel in Julia Quinn's globally beloved and bestselling Bridgerton Family series, set in Regency times and now a series created by Shonda Rhimes for Netflix. Finally, this is Gregory's story</b></p>, <p>Unlike most men of his acquaintance, Gregory Bridgerton is a firm believer in true love.<b> </b>He'd have to be an idiot not to be: all seven of his siblings are happily married. Gregory figures he is just biding his time until the right woman comes along. And so when he sees Hermione Watson, he knows with every fibre of his being, that she is meant to be his.</p>, <p>But through Hermione's closest - and slightly less beautiful - friend, Lucy Abernathy, he finds out that Hermione is desperately in love with another man. Sadly, by the time Gregory figures out the right girl is <i>actually</i> the wrong girl, and the right girl was Lucy all along, it's too late. Lucy is to marry another!</p>, <p>Now - on the way to the wedding - Gregory must figure out how to thwart the nuptials and convince Lucy that she was always meant to be his...</p>]",romantic-fiction,9780349429496
953,Open Water (Hardback),"[<p>A stunning, shattering debut novel about two Black British artists falling in and out of love.</p>, <p>Two young people meet at a pub in South East London. Both are Black British, both won scholarships to private schools where they struggled to belong, both are now artists - he a photographer, she a dancer - trying to make their mark in a city that by turns celebrates and rejects them. Tentatively, tenderly, they fall in love. But two people who seem destined to be together can still be torn apart by fear and violence.</p>, <p>At once an achingly beautiful love story and a potent insight into race and masculinity, <i>Open Water </i>asks what it means to be a person in a world that sees you only as a Black body, to be vulnerable when you are only respected for strength, to find safety in love, only to lose it. With gorgeous, soulful intensity, Caleb Azumah Nelson has written the most essential British debut of recent years.</p>]",romantic-fiction,9780241448779
954,Gone with the Wind (Paperback),"[<p><em>Tomorrow is another day...</em></p>, <p>Set against the dramatic backdrop of the American Civil War, Margaret Mitchell's magnificent historical epic is an unforgettable tale of love and loss, of a nation mortally divided and a people forever changed. Above all, it is the story of beautiful, ruthless Scarlett O'Hara and the dashing soldier of fortune, Rhett Butler.</p>, <p>Since its first publication in 1936, <i>Gone With The Wind </i>has endured as a story for all our times.</p>]",romantic-fiction,9781447264538
955,Dark Song - Dark Carpathian (Paperback),"[<p><b>Two Carpathians find hope in the bond that ties their souls in this passionate novel in Christine Feehan's #1 <i>New York Times </i>bestselling series.<br/></b><br/>Stolen from her home at a young age and tormented for centuries, Elisabeta Trigovise is scared to show herself to anyone. Even though she has been rescued and is now safe within the Carpathian compound, she has lived in fear for so long she has no idea how to survive without it. She wants to answer the siren call of her lifemate - but the very thought terrifies her.<br/><br/>Before he found Elisabeta, Ferro Arany was an ancient warrior without emotion. Now that his senses have come alive, he knows it will take more than kind words and soft touches to convince the fractured woman that they are partners, not master and prisoner. For now, he will give her his strength until she finds hers, allowing the steady rhythm of his heart to soothe Elisabeta's fragile soul.<br/><br/>But even as she learns to stand on her own, the vampire who kept her captive is desperate to claim her again, threatening the song Elisabeta and Ferro are writing together.<br/><br/><b>Praise for Christine Feehan: </b><br/><br/><b>'After Bram Stoker, Anne Rice and Joss Whedon, Christine Feehan is the person most credited with popularizing the neck gripper'</b> <i>Time</i><br/><br/><b>'Feehan has a knack for bringing vampiric Carpathians to vivid, virile life in her Dark Carpathian novels' </b><i>Publishers Weekly</i><br/><br/><b>'The erotic, gripping series that's defined an entire genre! Must reading that always satisfies!'</b> J.R. Ward<br/><br/><b>'The queen of paranormal romance'</b> <i>USA Today</i></p>]",romantic-fiction,9780349426778
956,November 9 (Paperback),[],romantic-fiction,9781471154621
957,Frankissstein: A Love Story (Paperback),"[<p><strong>Shortlisted for the <a href=""/category/cultural-highlights/book-awards/the-comedy-women-in-print-prize"">Comedy Women in Print Prize</a> 2020</strong></p>, <p><strong>Longlisted for the <a href=""/category/cultural-highlights/book-awards/the-booker-prize"">Booker Prize</a> 2019</strong></p>, <p><strong>Longlisted for the <a href=""/category/cultural-highlights/book-awards/the-polari-prize"">Polari Book Prize</a> 2020</strong></p>, <p>From 'one of the most gifted writers working today' (<em>New York Times</em>) comes an audacious new novel about the bodies we live in and the bodies we desire</p>, <p>In Brexit Britain, a young transgender doctor called Ry is falling in love - against their better judgement - with Victor Stein, a celebrated professor leading the public debate around AI. Meanwhile, Ron Lord, just divorced and living with Mum again, is set to make his fortune launching a new generation of sex dolls for lonely men everywhere.</p>, <p>Across the Atlantic, in Phoenix, Arizona, a cryogenics facility houses dozens of bodies of men and women who are medically and legally dead... but waiting to return to life. But the scene is set in 1816, when nineteen-year-old Mary Shelley writes a story about creating a non-biological life-form. 'Beware, for I am fearless and therefore powerful.'</p>, <p>What will happen when homo sapiens is no longer the smartest being on the planet? Jeanette Winterson shows us how much closer we are to that future than we realise. Funny and furious, bold and clear-sighted, <em>Frankissstein</em> is a love story about life itself.</p>]",romantic-fiction,9781784709952
958,Nightingale (Paperback),"[<p><strong>Shortlisted for the <a href=""/cultural-highlights/book-awards/the-sunday-times-university-of-warwick-young-writer-of-the-year-prize"">Sunday Times / University of Warwick Young Writer of the Year Award</a> 2020</strong></p>, <p><strong>A moving and masterful novel about sex, death, passion and prejudice in a sleepy village in the south of France</strong></p>, <p>Marguerite Demers is twenty-four when she leaves Paris for the sleepy southern village of Saint-Sulpice, to take up a job as a live-in nurse. Her charge is Jerome Lanvier, once one of the most powerful men in the village, and now dying alone in his large and secluded house, surrounded by rambling gardens. Manipulative and tyrannical, Jerome has scared away all his previous nurses.</p>, <p>It's not long before the villagers have formed opinions of Marguerite. Brigitte Brochon, pillar of the community and local busybody, finds her arrogant and mysterious and is desperate to find a reason to have her fired. Glamorous outsider Suki Lacourse sees Marguerite as an ally in a sea of small-minded provincialism. Local farmer Henri Brochon, husband of Brigitte, feels concern for her and wants to protect her from the villagers' intrusive gossip and speculation - but Henri has a secret of his own that would intrigue and disturb his neighbours just as much as the truth about Marguerite, if only they knew ...</p>, <p>Set among the lush fields and quiet olive groves of southern France, and written in clear prose of crystalline beauty, <em>Nightingale</em> is a masterful, moving novel about death, sexuality, compassion, prejudice and freedom.</p>]",romantic-fiction,9780008326500
959,The Eighth Life: (for Brilka) (Paperback),"[<p><strong>Longlisted for the <a href=""/category/cultural-highlights/book-awards/the-international-booker-prize"">International Booker Prize</a> 2020</strong></p>, <p>Six romances, one revolution, the story of the century.</p>, <p><i>'That night Stasia took an oath, swearing to learn the recipe by heart and destroy the paper. And when she was lying in her bed again, recalling the taste with all her senses, she was sure that this secret recipe could heal wounds, avert catastrophes, and bring people happiness. But she was wrong.'</i></p>, <p>At the start of the twentieth century, on the edge of the Russian Empire, a family prospers. It owes its success to a delicious chocolate recipe, passed down the generations with great solemnity and caution. A caution which is justified: this is a recipe for ecstasy that carries a very bitter aftertaste ...</p>, <p>Stasia learns it from her Georgian father and takes it north, following her new husband, Simon, to his posting at the centre of the Russian Revolution in St Petersburg. Stasia's is only the first in a symphony of grand but all too often doomed romances that swirl from sweet to sour in this epic tale of the red century.</p>, <p>Tumbling down the years, and across vast expanses of longing and loss, generation after generation of this compelling family hears echoes and sees reflections. Great characters and greater relationships come and go and come again; the world shakes, and shakes some more, and the reader rejoices to have found at last one of those glorious old books in which you can live and learn, be lost and found, and make indelible new friends.</p>]",romantic-fiction,9781913348298
960,Where We Belong: The heart-breaking new novel from the bestselling Richard and Judy Book Club author (Paperback),[],romantic-fiction,9781471173868
961,Meet Me in London - Meet me in Book 1 (Paperback),"[<p><strong>'Uplifting, romantic and festive - the perfect book to curl up with. I couldn't put it down'</strong> Rosie Nixon, Editor-in-Chief, HELLO! magazine</p>, <p><strong>'Fresh, fun and full of romance! I loved it!'</strong>Sunday Times bestselling author Heidi Swain</p>, <p><strong>'A classic romance...I loved the passion, the romantic tension, and the way the characters leapt of the page. An ideal Christmas escape.</strong>' Laura Jane Williams, Bestselling author of Our Stop</p>, <p><strong> 'A perfect escapist, heart-warming read!  I was hooked from the first line!'</strong> Katie Ginger, author of Summer Strawberries at Swallowtail Bay</p>, <p><strong>'Unwrap and enjoy this Christmassy treat of a read'</strong> Mandy Baggot, bestselling author of My Greek Island Summer</p>, <p><strong>'Warm, funny and engaging, a five-star Christmas treat!'</strong> Karen Clarke, author of The Little French Cafe series</p>, <p>
<strong>What do you do when your fake engagement starts to feel too real...</strong>
</p>, <p>Aspiring clothes designer Victoria Scott spends her days working in a bar in Chelsea, and her evenings designing vintage clothes, dreaming of one day opening her own boutique. But these aspirations are under threat from the new department store opening at the end of her road. She needs a Christmas miracle, but one is not forthcoming.</p>, <p>Oliver Russell's Christmas is not looking very festive right now. His family's new London department store opening is behind schedule, and on top of that his interfering, if well meaning, mother is pressing him to introduce his girlfriend to her. A girlfriend who does not exist. He needs a diversion. Something to keep his mother from interfering while he focuses on the business.</p>, <p>When Oliver meets Victoria, he offers a proposition: pretend to be his girlfriend at the opening of his store and he will provide an opportunity for Victoria to showcase her designs. But what starts as a business arrangement soon becomes something more tempting, as the fake relationship starts to feel very real. But when secrets in Victoria's past are exposed will Oliver walk away, or will they both follow their hearts and find what neither knew they were looking for...</p>, <p>****<br/>A Sunday Times  #15 paperback fiction bestseller w/e 24th October</p>]",romantic-fiction,9780008375850
962,A Broken Family (Paperback),"[<p>Though besotted with one another, Amy Miller and Thomas Frost have never had it easy. From very different sides of the tracks, their romance was doomed from the moment Thomas's overbearing mother Celia vowed to separate them.</p>, <p>Celia writes to her eldest son, asking him to come home and help to split the pair up. But when Jeremy returns to Battersea it's clear he wants everything that belongs to Thomas - especially his wife.</p>, <p>As Jeremy's dangerous obsession grows, Amy must fight for her marriage and her baby. Will she and Thomas ever find the happiness they long for?</p>, <p>
<strong>A gripping, heartbreaking and gritty family drama from the Sunday Times bestseller, perfect for fans of Katie Flynn and Dilly Court.</strong>
</p>]",romantic-fiction,9781847562449
963,Angel of Liverpool (Paperback),"[<p><b>Her mother called her Angel but now she's a fallen woman . . .</b><br/><br/>There are different opinions as to what happened to Evangeline O'Leary's mother. Her younger sisters believe the story that she's in heaven.  But Evie has heard the gossips - that her ma has upped and left with the man she had an affair with while Evie's dad was fighting in the war.<br/><br/>As the eldest, Evie has become 'mum' to her three siblings, all while holding down a job at the Tate &amp; Lyle Sugar Factory. But when her childhood sweetheart leaves for Canada he leaves Evie with more than just a broken heart. Her father agrees to keep the pregnancy a secret but is determined to marry her off to the first hapless fellow who'll have her. Evie doesn't want a loveless marriage like her parents but how long can she keep her baby a secret from her neighbours and the nuns who run the local home for unmarried mothers . . . ? <br/><br/><b>Set in the aftermath of World War II, <i>Angel of Liverpool</i> is a gritty and emotionally compelling historical saga from author, Elizabeth Morton, who was born and bred in Liverpool.</b></p>]",romantic-fiction,9781529060249
964,People Like Us (Paperback),"[<p><b>Shortlisted for the RSL Christopher Bland Prize and the RNA Historical Romantic Novel Award 2021</b></p>, <p>'A <b>compelling</b> tale of forbidden love set in 1930's Leipzig' <i>Independent</i></p>, <p>'Terrifying, yet tender. I <b>loved it</b>' <i>Irish Examiner</i></p>, <p>'Heart-breaking, <b>thought-provoking</b> story' Adele Parks</p>, <p><b>Leipzig, 1930s Germany</b></p>, <p>Hetty Heinrich is a perfect German child. Her father is an SS officer, her brother in the Luftwaffe, herself a member of the BDM. She believes resolutely in her country, and the man who runs it.</p>, <p>Until Walter changes everything. Blond-haired, blue-eyed, perfect in every way Walter. The boy who saved her life. A Jew.</p>, <p>Anti-semitism is growing by the day, and neighbours, friends and family members are turning on one another. As Hetty falls deeper in love with a man who is against all she has been taught, she begins to fight against her country, her family and herself. Hetty will have to risk everything to save Walter, even if it means sacrificing herself...</p>, <p><b>Perfect for fans of <i>The Tattooist of Auschwitz</i> and <i>The Book Thief</i>.</b></p>, <p>'<i>People Like Us</i> is also a reminder that - even in the darkest times - the extraordinary power of love can light the way' Fiona Valpy</p>, <p>'A <b>powerful, unforgettable</b> love story' Gill Paul</p>, <p>'A <b>heartbreaking</b>, beautiful story' Jenny Ashcroft</p>, <p>'This is historical fiction at its <b>absolute best</b>' Liz Trenow</p>, <p>'An <b>outstanding</b> and <b>heart-breaking</b> story of Nazism seen from the 'other side': blind indoctrination is transformed into true heroism by the power of love' Sharon Maas, author of <i>The Violin Maker's Daughter</i></p>, <p>'<i>People Like Us</i> is part romance, part character study, part <b>call to arms</b>' Lizzie Page</p>, <p>'<i>People Like Us</i> is an incredibly moving, utterly captivating, <b>beautiful story of love, courage</b>, and the strength of the human spirit. It was both <b>heartbreaking</b> and <b>hopeful</b> at once. The ending had me in tears' Rhiannon Navin</p>, <p>'A heartbreaking and <b>thought-provoking</b> story about forbidden love during Nazi Germany. Had me gripped to the very end' Luke Allnutt, author of <i>We Own the Sky</i></p>, <p>'<b>Beautiful</b> and absorbing - a vital story of kindness, and a reminder that humanity can flourish in the darkest of times' Caroline Hulse, author of <i>The Adults</i></p>]",romantic-fiction,9781789545029
965,The Garden of Forgotten Wishes: The heartwarming and uplifting new rom-com from the Sunday Times bestseller (Paperback),"[<p><b>The delightful <i>Sunday Times</i> bestselling novel from Trisha Ashley</b><br/><br/>'One of the best writers around!' Katie Fforde<br/>'Full of down-to-earth humour.' Sophie Kinsella<br/>___<br/><br/><b>All Marnie wants is somewhere to call home.</b> Mourning lost years spent in a marriage that has finally come to an end, she needs a fresh start and time to heal. Things she hopes to find in the rural west Lancashire village her mother always told her about.<br/><br/>With nothing but her two green thumbs, Marnie takes a job as a gardener, which comes with a little cottage to make her own. The garden is beautiful - filled with roses, lavender and honeysuckle - and only a little rough around the edges. Which is more than can be said for her next-door neighbour, Ned Mars.<br/><br/>Marnie remembers Ned from her college days but he's far from the untroubled man she once knew. A recent relationship has left him with a heart as bruised as her own.<br/><br/><b>Can a summer spent gardening help them recapture the forgotten dreams they've let get away?</b><br/>___<br/><br/><b>Readers are falling in love with <i>The Garden of Forgotten Wishes</i></b><br/><b>***** 'Gorgeous . . . a lovely rom-come to cheer your heart and ease your soul.'</b><br/><b>***** 'Once again another outstanding book full of intrigue, hope and a new beginning.'</b><br/><b>***** 'A perfect read to escape with.'</b></p>]",romantic-fiction,9781784160944
966,Bridgerton: It's In His Kiss (Bridgertons Book 7) - Bridgerton Family (Paperback),"[<p><b>The seventh novel in Julia Quinn's globally beloved and bestselling Bridgerton Family series, set in Regency times and now a series created by Shonda Rhimes for Netflix. This is Hyacinth's story: she's all grown up and ready to cause havoc...</b></p>, <p>All the ton agree: there is no one quite like Hyacinth Bridgerton.</p>, <p>Fiendishly smart, devilishly outspoken and - according to some, particularly Gareth St. Clair - probably best in small doses. But there's something about her - something charming and vexing - that grabs one and won't quite let go.</p>, <p>Gareth and Hyacinth cross paths at the annual - and annually discordant - Smythe-Smith musicale. To Hyacinth, Gareth's every word seems a dare, and she offers to help him out with a knotty inheritance problem he's facing. However, as they delve into the mysterious St Clair history, they discover that the answers they seek lie not in the past - but in each other; and that there is nothing as simple - or as complicated - as a single, <em>perfect </em>kiss.</p>]",romantic-fiction,9780349429489
967,"The Emperor's Babe: From the Booker prize-winning author of Girl, Woman, Other (Paperback)","[<p><b>FROM THE BOOKER PRIZE-WINNING AUTHOR OF <i>GIRL, WOMAN, OTHER</i></b><br/><b><br/>'Wildly entertaining, deeply affecting'  Ali Smith</b><br/><br/>Londinium, AD 211. Zuleika is a modern girl living in an ancient world. She's a back-alley firecracker, a scruffy Nubian babe with tangled hair and bare feet - and she's just been married off a fat old Roman. Life as a teenage bride is no joke but Zeeks is a born survivor. She knows this city like the back of her hand: its slave girls and drag queens, its shining villas and rotting slums. She knows how to get by. Until one day she catches the eye of the most powerful man on earth, the Roman Emperor, and her trouble really starts...<br/><br/>Silver-tongued and merry-eyed, this is a story in song and verse, a joyful mash-up of today and yesterday. Kaleidoscoping distant past and vivid present, <i>The Emperor's Babe </i>asks what it means to be a woman and to survive in this thrilling, brutal, breathless world.</p>]",romantic-fiction,9780241989845
968,If Nobody Speaks of Remarkable Things (Paperback),"[<p><strong>Winner of the Betty Trask Award</strong><br/><strong>Winner of the Somerset Maugham Award</strong><br/><strong>Longlisted for the <a href=""/category/cultural-highlights/book-awards/the-booker-prize"">Man Booker Prize</a></strong></p>, <p>On a street in a town in the North of England, ordinary people are going through the motions of their everyday existence - street cricket, barbecues, painting windows... A young man is in love with a neighbour who does not even know his name. An old couple make their way up to the nearby bus stop. But then a terrible event shatters the quiet of the early summer evening. That this remarkable and horrific event is only poignant to those who saw it, not even meriting a mention on the local news, means that those who witness it will be altered for ever.</p>, <p>Jon McGregor's first novel brilliantly evokes the histories and lives of the people in the street to build up an unforgettable human panorama. Breathtakingly original, humane and moving, <em>If Nobody Speaks of Remarkable Things</em> is an astonishing debut.</p>]",romantic-fiction,9780008218690
969,Claimed (Paperback),"[<p><b>'Utterly absorbing and</b> <b>deliciously erotic</b>' Angela Knight<br/><br/>'<b>Hot, sexy, unique, intriguingly wicked'</b> Christine Feehan <br/><br/><b>A heart-pounding new series set in the Black Dagger Brotherhood world, with a scientist fighting to save the timber wolves - and getting caught in a deadly trap herself . . . </b><br/><br/> Lydia Susi is passionate about protecting wolves in their natural habitat. When a hotel chain develops a tract of land next to the preserve, Lydia is one of the most vocal opponents of the project-and becomes a target. <br/><br/> One night, a shadowy figure threatens Lydia's life in the forest, and a new hire at the Wolf Study Project comes from out of nowhere to save her. Daniel Joseph is both mysterious and someone she instinctively wants to trust. But is he hiding something?<br/><br/> As the stakes get higher and one of Lydia's colleagues is murdered, she must decide how far she will go to protect the wolves. Then a shocking revelation about Daniel challenges Lydia's reality in ways she could never have predicted. Some fates demand courage, while others require even more, with no guarantees. Is she destined to have true love . . . or will a soul-shattering loss ruin her forever?</p>]",romantic-fiction,9780349427836
970,The Godmothers (Paperback),"[<p><i>In order to find out who her father is, Eliza has to discover who her mother truly was . . . </i></p>, <p>As the only daughter of a troubled young mother, Eliza Miller's life was kept on track by the constant support of her watchful godmothers Olivia and Maxie - until a tragic event just before her eighteenth birthday changed everything.</p>, <p>Thirteen years on, Eliza is cautious, lonely, and dedicated to her work in Melbourne. Out of the blue, an enticing invitation from Olivia, now based in the UK, prompts a leap into the unknown. Within a fortnight, Eliza is at the centre of a complicated family, and the busy hotel they run in Edinburgh's West End.</p>, <p>Amidst the chaos, Eliza unexpectedly begins to explore her past. Her godmothers have long been waiting for her to ask about her mother's mysterious life - and the identity of the father she has never known. But even they are taken by surprise with all that she discovers . . .</p>, <p><b>PRAISE FOR MONICA McINERNEY: </b></p>, <p>'<b>A feel good read</b>' The <i>Sun</i></p>, <p>'<b>Warm, wise and witty</b>' <i>Woman &amp; Home</i></p>, <p>'You'll be <b>laughing out loud</b> one minute and <b>crying the next</b>' <i>Cosmopolitan</i></p>, <p>'<b>Heart-warming</b> . . . A lovely read' <i>Hello!</i> Magazine</p>, <p>'McInerney is a <b>must-read author</b> for women's fiction fans around the world' <i>Huffington Post</i></p>, <p>'The sort of <b>feel-good read</b> you long to get back to' Hilary Boyd, bestselling author of <i>Thursdays In The Park</i></p>, <p>'Exploring universal family issues of loss, rivalry, ageing and grief, this is a <b>warm, witty and moving</b> novel' <i>Woman's Day</i></p>, <p>'McInerney's <b>bewitching</b> multigenerational saga lavishly and lovingly explores the resiliency and fragility of family bonds' <i>Booklist</i></p>, <p>'A world of <b>family, love, warmth and heartbreaking secrets</b> that will sweep you up . . . <b>Superb</b>' <i>Books of all Kinds</i></p>, <p>'You'll be <b>laughing in one breath, crying in the next</b> . . . If you haven't discovered McInerney yet, now is the time to do so' <i>Better Reading</i></p>]",romantic-fiction,9781787397071
971,Meet Me in Hawaii - Meet me in Book 2 (Paperback),"[<p><strong>Where an ocean of love awaits</strong></p>, <p>Malie Pukui doesn't believe in happy ever after. After a tragedy caused her to flee her family and friends in Devon she found a fresh start in Hawaii. Here, working at a surf school, she can give back to those in need and try to overcome the greatest loss in her life.</p>, <p>Moved around foster homes throughout his childhood, Todd Masters has worked hard to be able to offer a brighter future to young disadvantaged children. Now he has his own charitable foundation working with a surf school in Hawaii, a job he loves, but he still can't put his past behind him.</p>, <p>When Malie rescues Todd from the sea a spark ignites between them, and the two wounded souls find a common ground. But amidst the surf, sunsets and sizzling kisses, can Malie let go of her past and risk something she'd locked away forever... her heart?</p>, <p></p>]",romantic-fiction,9780008375881
972,Five Hundred Miles From You - Kirrinfief (Paperback),"[<p><b> Escape with Jenny Colgan.  </b><br/><b><br/>'This uplifting story is one of Colgan's best to date' </b><i>Daily Mirror</i><br/><b>'I wanted to hot-foot it to the Scottish islands' </b><i>Daily Mail</i><br/><b>'With a cast of memorable characters and an uplifting storyline, </b><i>Five Hundred Miles From You</i><b> is one of her best novels' </b><i>Sunday Express</i><br/><br/>Lissa loves her job as a nurse, but recently she's been doing a better job of looking after other people than looking after herself. After a traumatic incident at work leaves her feeling overwhelmed, she agrees to swap lives with someone in a quiet village in Scotland.<br/><br/>Cormac is restless. Just out of the army, he's desperately in need of distraction, and there's precious little of it in Kirrinfief. Maybe three months in London is just what he needs.  <br/><br/>As Lissa and Cormac warm to their new lives, emailing back and forth about anything and everything, finally things seem to be falling into place. But each of them feel there's still a piece missing. What - or who - could it be?</p>]",romantic-fiction,9780751572025
973,True Betrayals (Paperback),"[<p><i>Dear Kelsey: I realise you might be surprised to hear from me . . .</i><br/><br/>Kelsey Byden, divorced at just twenty-six, isn't looking for any more drama. But then she receives a letter from her mother, Naomi. Not so unusual - except Kelsey has always been told that Naomi was dead . . .<br/><br/>During an extended visit to her mother's beautiful horse farm in Virginia, Kelsey begins to untangle a lifetime of deception. Who can she trust, when those she loves have lied to her for so long? <br/><br/>To complicate things further, Kelsey is falling dangerously in love with Gabe Slater, Naomi's handsome and intriguing neighbour. But love and lies are a lethal combination. If Kelsey has any hope of a future with Gabe, she must first understand the terrible truth about her past . . .</p>]",romantic-fiction,9780349407999
974,The Women Who Ran Away (Paperback),"[<p>Heart-felt secrets, shocking truths and one unforgettable adventure.<br/><br/>Deira isn't the kind of woman to steal a car. Or drive to France alone with no plan. But then, Deira didn't expect to be single. Or to suddenly realise that the only way she can get the one thing she wants most is to start breaking every rule she lives by. <br/><br/>Grace has been sent on a journey by her late husband, Ken. She doesn't really want to be on it but she's following his instructions, as always. She can only hope that the trip will help her to forgive him. And then - finally - she'll be able to let him go. <br/><br/>Brought together by unexpected circumstances, Grace and Deira find that it's easier to share secrets with a stranger, especially in the shimmering sunny countryside of Spain and France. But they soon find that there's no escaping the truth, whether you're running away from it or racing towards it ...</p>]",romantic-fiction,9781472254818
975,Ghost Fire (Paperback),[],romantic-fiction,9781785769436
976,Legacy: a gripping new novel from global bestselling author (Hardback),"[<p> <b>A powerful new standalone novel from global bestseller Nora Roberts - a story of a mother, a daughter and a traumatic past reawakened</b><br/><br/>'If you're after the perfect pick-me-up, take-me-away-from-the-world read, then she's your woman'<br/><i>The Guardian</i><br/><br/><br/><b><i>The first time Adrian met her father was the day he tried to kill her...</i></b><br/><br/><br/>Adrian Rizzo didn't have the easiest childhood, to put it mildly, but she's worked hard to put it behind her and to the outside world she is a beautiful young woman with a successful, high-profile career and a wonderful family and friends.<br/><br/>When, out of the blue, she receives a death threat in the post, she is shocked but puts it down to someone's jealousy of her success and tries to forget about it. But Adrian doesn't realise that it's more than just spite. Someone is very, very angry about her happy life and will stop at nothing to bring it all crashing down.<br/><br/>'Nora Roberts is, quite simply, a one-woman phenomenon'<br/>Heat<br/><br/>'I love Nora Roberts'<br/>Stephen King</p>]",romantic-fiction,9780349426259
977,The Lucky Escape: Exclusive Edition (Paperback),"[<p><strong>Exclusive Edition - with sprayed edges<br/></strong></p>, <p><strong>A standard edition is available <a href=""/book/the-lucky-escape/laura-jane-williams/9780008365455"">here</a>.</strong></p>, <p><strong>ONE CANCELLED WEDDING</strong></p>, <p>When the day finally comes for Annie to marry Alexander, the last thing she expects is to be left standing at the altar. She was so sure he was Mr Right. Now, she has no idea how she could have got it so wrong.<br/> <br/><strong>ONE UNEXPECTED ENCOUNTER</strong></p>, <p>After a chance meeting with Patrick, an old friend who reminds her of who she used to be, Annie takes a vow of her own: she'll say yes to every opportunity that comes her way from now on.</p>, <p><strong>ONE SPARE TICKET FOR THE HONEYMOON </strong></p>, <p>Could a spontaneous trip with Patrick be the way to mend Annie's heart? She's about to find out as she embarks on her honeymoon - with a man who's not her husband...</p>, <p>Perfect for fans of Beth O'Leary, Mhairi McFarlane and Anna Bell.</p>]",romantic-fiction,2928377059460
978,Seven Days in June (Hardback),"[<p><b>A REESE WITHERSPOON BOOK CLUB PICK </b><br/><b>THE INSTANT <i>NEW YORK TIMES </i>BESTSELLER</b><br/><br/><b>'A sexy, modern love story to start the summer off right' REESE WITHERSPOON</b><b><br/><br/>'A smart, sexy testament to Black joy ... I absolutely loved it' JODI PICOULT</b><br/><br/><br/><b><i>Seven days to fall in love, fifteen years to forget, and seven days to get it all back again...</i></b><br/><br/>Eva Mercy is a single mother and bestselling erotica writer who is feeling pressed from all sides. Shane Hall is a reclusive, enigmatic, award-winning novelist, who, to everyone's surprise, shows up unexpectedly in New York.<br/><br/>When Shane and Eva meet at a literary event, sparks fly, raising not only their buried traumas, but also the eyebrows of the Black literati. What no one knows is that fifteen years earlier, teenage Eva and Shane spent one crazy, torrid week madly in love. While they may be pretending not to know each other, they can't deny their chemistry - or the fact that they've been secretly writing to each other in their books through the years.<br/><br/>Over the next seven days, amidst a steamy Brooklyn summer, Eva and Shane reconnect - but Eva's wary of the man who broke her heart, and wants him out of the city so her life can return to normal. Before Shane disappears though, she needs a few questions answered . . .<br/><br/><b>With its keen observations of creative life in America today, as well as the joys and complications of being a mother and a daughter, <i>Seven Days in June</i> is a hilarious, romantic, and sexy-as-hell story of two writers discovering their second chance at love.</b><br/><b><br/><br/>'Its deliciously witty dialogue, fully realised characters and deft handling of love, race and second-chances will stay with you long after summer' ZOELLA BOOK CLUB<br/></b><br/><b>'A vision of life as it truly is: complications and difficulties punctuated by profound joy' RUMAAN ALAM</b><br/><br/><b>'A hugely satisfying romance that is electric and alive' <i>KIRKUS</i></b></p>]",romantic-fiction,9781529418965
979,Our Stop (Paperback),"[<p>What if you almost missed the love of your life?</p>, <p>Nadia gets the 07.30 train every morning without fail. Well, except if she oversleeps or wakes up at her friend Emma's after too much wine.</p>, <p>Daniel really does get the 07.30 train every morning, which is easy because he hasn't been able to sleep properly since his Dad died.</p>, <p>One morning, Nadia's eye catches sight of a post in the daily paper:</p>, <p>To the cute girl with the coffee stains on her dress. I'm the guy who's always standing near the doors... Drink sometime?</p>, <p>So begins a not-quite-romance of near-misses, true love, and the power of the written word.</p>, <p>A wonderfully funny will-they-won't-they romance told with real emotional honesty.</p>]",romantic-fiction,9780008320522
980,"Sweet Blue Flowers, Vol. 1 - Sweet Blue Flowers 1 (Paperback)",[],romantic-fiction,9781421592985
981,House of Earth and Blood: Exclusive Edition - Crescent City (Paperback),"[<p><strong>Exclusive edition with sprayed edges<br/></strong></p>, <p><strong>A standard edition is available <a href=""/book/house-of-earth-and-blood/sarah-j-maas/9781526622884"">here</a>.</strong></p>, <p>Perfect for fans of Jessica Jones and True Blood, this is a blockbuster modern fantasy set in a divided world where one woman must uncover the truth to seek her revenge.</p>, <p>Half-Fae, half-human Bryce Quinlan loves her life. Every night is a party and Bryce is going to savour all the pleasures Lunathion - also known as Crescent City - has to offer. But then a brutal murder shakes the very foundations of the city, and brings Bryce's world crashing down. Two years later, Bryce still haunts the city's most notorious nightclubs - but seeking only oblivion now. Then the murderer attacks again. And when an infamous Fallen angel, Hunt Athalar, is assigned to watch her every footstep, Bryce knows she can't forget any longer.</p>, <p>As Bryce and Hunt fight to unravel the mystery, and their own dark pasts, the threads they tug ripple through the underbelly of the city, across warring continents, and down to the deepest levels of Hel, where things that have been sleeping for millennia are beginning to sti ...</p>, <p>With unforgettable characters and page-turning suspense, this richly inventive new fantasy series by #1 New York Times bestselling author Sarah J. Maas delves into the heartache of loss, the price of freedom - and the power of love.</p>]",romantic-fiction,9781526638922
